"date","update","ADM1_TH","new_case","total_case","new_death","total_death","ADM1_EN","ADM1_PCODE","Population"
2020-01-13,2,"กระบี่",0,0,0,0,"Krabi","TH81",347995
2020-01-13,2,"กรุงเทพมหานคร",1,1,0,0,"Bangkok","TH10",10709136
2020-01-13,2,"กาญจนบุรี",0,0,0,0,"Kanchanaburi","TH71",778936
2020-01-13,2,"กาฬสินธุ์",0,0,0,0,"Kalasin","TH46",664356
2020-01-13,2,"กำแพงเพชร",0,0,0,0,"Kamphaeng Phet","TH62",842777
2020-01-13,2,"ขอนแก่น",0,0,0,0,"Khon Kaen","TH40",1630099
2020-01-13,2,"จันทบุรี",0,0,0,0,"Chanthaburi","TH22",442591
2020-01-13,2,"ฉะเชิงเทรา",0,0,0,0,"Chachoengsao","TH24",738516
2020-01-13,2,"ชลบุรี",0,0,0,0,"Chon Buri","TH20",2147385
2020-01-13,2,"ชัยนาท",0,0,0,0,"Chai Nat","TH18",234108
2020-01-13,2,"ชัยภูมิ",0,0,0,0,"Chaiyaphum","TH36",764624
2020-01-13,2,"ชุมพร",0,0,0,0,"Chumphon","TH86",441213
2020-01-13,2,"ตรัง",0,0,0,0,"Trang","TH92",540949
2020-01-13,2,"ตราด",0,0,0,0,"Trat","TH23",264085
2020-01-13,2,"ตาก",0,0,0,0,"Tak","TH63",510728
2020-01-13,2,"นครนายก",0,0,0,0,"Nakhon Nayok","TH26",227464
2020-01-13,2,"นครปฐม",0,0,0,0,"Nakhon Pathom","TH73",1028904
2020-01-13,2,"นครพนม",0,0,0,0,"Nakhon Phanom","TH48",449625
2020-01-13,2,"นครราชสีมา",0,0,0,0,"Nakhon Ratchasima","TH30",2368321
2020-01-13,2,"นครศรีธรรมราช",0,0,0,0,"Nakhon Si Thammarat","TH80",1260910
2020-01-13,2,"นครสวรรค์",0,0,0,0,"Nakhon Sawan","TH60",826586
2020-01-13,2,"นนทบุรี",0,0,0,0,"Nonthaburi","TH12",1940476
2020-01-13,2,"นราธิวาส",0,0,0,0,"Narathiwat","TH96",610304
2020-01-13,2,"น่าน",0,0,0,0,"Nan","TH55",402916
2020-01-13,2,"บึงกาฬ",0,0,0,0,"Bueng Kan","TH38",306619
2020-01-13,2,"บุรีรัมย์",0,0,0,0,"Buri Ram","TH31",985709
2020-01-13,2,"ปทุมธานี",0,0,0,0,"Pathum Thani","TH13",2352209
2020-01-13,2,"ประจวบคีรีขันธ์",0,0,0,0,"Prachuap Khiri Khan","TH77",454323
2020-01-13,2,"ปราจีนบุรี",0,0,0,0,"Prachin Buri","TH25",669420
2020-01-13,2,"ปัตตานี",0,0,0,0,"Pattani","TH94",557875
2020-01-13,2,"พระนครศรีอยุธยา",0,0,0,0,"Phra Nakhon Si Ayutthaya","TH14",998279
2020-01-13,2,"พะเยา",0,0,0,0,"Phayao","TH56",313682
2020-01-13,2,"พังงา",0,0,0,0,"Phangnga","TH82",254114
2020-01-13,2,"พัทลุง",0,0,0,0,"Phatthalung","TH93",419456
2020-01-13,2,"พิจิตร",0,0,0,0,"Phichit","TH66",475920
2020-01-13,2,"พิษณุโลก",0,0,0,0,"Phitsanulok","TH65",938009
2020-01-13,2,"ภูเก็ต",0,0,0,0,"Phuket","TH83",962681
2020-01-13,2,"มหาสารคาม",0,0,0,0,"Maha Sarakham","TH44",655502
2020-01-13,2,"มุกดาหาร",0,0,0,0,"Mukdahan","TH49",365780
2020-01-13,2,"ยะลา",0,0,0,0,"Yala","TH95",409580
2020-01-13,2,"ยโสธร",0,0,0,0,"Yasothon","TH35",385065
2020-01-13,2,"ระนอง",0,0,0,0,"Ranong","TH85",340692
2020-01-13,2,"ระยอง",0,0,0,0,"Rayong","TH21",1188389
2020-01-13,2,"ราชบุรี",0,0,0,0,"Ratchaburi","TH70",721366
2020-01-13,2,"ร้อยเอ็ด",0,0,0,0,"Roi Et","TH45",848096
2020-01-13,2,"ลพบุรี",0,0,0,0,"Lop Buri","TH16",718935
2020-01-13,2,"ลำปาง",0,0,0,0,"Lampang","TH52",632799
2020-01-13,2,"ลำพูน",0,0,0,0,"Lamphun","TH51",377527
2020-01-13,2,"ศรีสะเกษ",0,0,0,0,"Si Sa Ket","TH33",723648
2020-01-13,2,"สกลนคร",0,0,0,0,"Sakon Nakhon","TH47",768297
2020-01-13,2,"สงขลา",0,0,0,0,"Songkhla","TH90",1574431
2020-01-13,2,"สตูล",0,0,0,0,"Satun","TH91",270993
2020-01-13,2,"สมุทรปราการ",0,0,0,0,"Samut Prakan","TH11",2968727
2020-01-13,2,"สมุทรสงคราม",0,0,0,0,"Samut Songkhram","TH75",152998
2020-01-13,2,"สมุทรสาคร",0,0,0,0,"Samut Sakhon","TH74",1580413
2020-01-13,2,"สระบุรี",0,0,0,0,"Saraburi","TH19",802049
2020-01-13,2,"สระแก้ว",0,0,0,0,"Sa Kaeo","TH27",565874
2020-01-13,2,"สิงห์บุรี",0,0,0,0,"Sing Buri","TH17",155156
2020-01-13,2,"สุพรรณบุรี",0,0,0,0,"Suphan Buri","TH72",748248
2020-01-13,2,"สุราษฎร์ธานี",0,0,0,0,"Surat Thani","TH84",1051922
2020-01-13,2,"สุรินทร์",0,0,0,0,"Surin","TH32",860410
2020-01-13,2,"สุโขทัย",0,0,0,0,"Sukhothai","TH64",596662
2020-01-13,2,"หนองคาย",0,0,0,0,"Nong Khai","TH43",379636
2020-01-13,2,"หนองบัวลำภู",0,0,0,0,"Nong Bua Lam Phu","TH39",438010
2020-01-13,2,"อำนาจเจริญ",0,0,0,0,"Amnat Charoen","TH37",203893
2020-01-13,2,"อุดรธานี",0,0,0,0,"Udon Thani","TH41",1020066
2020-01-13,2,"อุตรดิตถ์",0,0,0,0,"Uttaradit","TH53",371390
2020-01-13,2,"อุทัยธานี",0,0,0,0,"Uthai Thani","TH61",260998
2020-01-13,2,"อุบลราชธานี",0,0,0,0,"Ubon Ratchathani","TH34",1614923
2020-01-13,2,"อ่างทอง",0,0,0,0,"Ang Thong","TH15",216643
2020-01-13,2,"เชียงราย",0,0,0,0,"Chiang Rai","TH57",1089821
2020-01-13,2,"เชียงใหม่",0,0,0,0,"Chiang Mai","TH50",1809819
2020-01-13,2,"เพชรบุรี",0,0,0,0,"Phetchaburi","TH76",456851
2020-01-13,2,"เพชรบูรณ์",0,0,0,0,"Phetchabun","TH67",821626
2020-01-13,2,"เลย",0,0,0,0,"Loei","TH42",446635
2020-01-13,2,"แพร่",0,0,0,0,"Phrae","TH54",335189
2020-01-13,2,"แม่ฮ่องสอน",0,0,0,0,"Mae Hong Son","TH58",187041
2020-01-20,9,"กระบี่",0,0,0,0,"Krabi","TH81",347995
2020-01-20,9,"กรุงเทพมหานคร",1,2,0,0,"Bangkok","TH10",10709136
2020-01-20,9,"กาญจนบุรี",0,0,0,0,"Kanchanaburi","TH71",778936
2020-01-20,9,"กาฬสินธุ์",0,0,0,0,"Kalasin","TH46",664356
2020-01-20,9,"กำแพงเพชร",0,0,0,0,"Kamphaeng Phet","TH62",842777
2020-01-20,9,"ขอนแก่น",0,0,0,0,"Khon Kaen","TH40",1630099
2020-01-20,9,"จันทบุรี",0,0,0,0,"Chanthaburi","TH22",442591
2020-01-20,9,"ฉะเชิงเทรา",0,0,0,0,"Chachoengsao","TH24",738516
2020-01-20,9,"ชลบุรี",0,0,0,0,"Chon Buri","TH20",2147385
2020-01-20,9,"ชัยนาท",0,0,0,0,"Chai Nat","TH18",234108
2020-01-20,9,"ชัยภูมิ",0,0,0,0,"Chaiyaphum","TH36",764624
2020-01-20,9,"ชุมพร",0,0,0,0,"Chumphon","TH86",441213
2020-01-20,9,"ตรัง",0,0,0,0,"Trang","TH92",540949
2020-01-20,9,"ตราด",0,0,0,0,"Trat","TH23",264085
2020-01-20,9,"ตาก",0,0,0,0,"Tak","TH63",510728
2020-01-20,9,"นครนายก",0,0,0,0,"Nakhon Nayok","TH26",227464
2020-01-20,9,"นครปฐม",0,0,0,0,"Nakhon Pathom","TH73",1028904
2020-01-20,9,"นครพนม",0,0,0,0,"Nakhon Phanom","TH48",449625
2020-01-20,9,"นครราชสีมา",0,0,0,0,"Nakhon Ratchasima","TH30",2368321
2020-01-20,9,"นครศรีธรรมราช",0,0,0,0,"Nakhon Si Thammarat","TH80",1260910
2020-01-20,9,"นครสวรรค์",0,0,0,0,"Nakhon Sawan","TH60",826586
2020-01-20,9,"นนทบุรี",0,0,0,0,"Nonthaburi","TH12",1940476
2020-01-20,9,"นราธิวาส",0,0,0,0,"Narathiwat","TH96",610304
